Date,Ticker,Strategy,Setup,Side,EntryTrigger,SignalOpen,SignalHigh,SignalLow,SignalClose,Stop,Target,R,Grade,GradeBasis,Reason
2025-12-05,A,bull_flag_long,Bull Flag Long,long,> signal candle high,148.5,149.0,144.76,145.49,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CRM,bull_flag_long,Bull Flag Long,long,> signal candle high,249.75,261.88,249.5,260.57,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CRNX,bull_flag_long,Bull Flag Long,long,> signal candle high,47.52,47.83,46.65,46.67,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CROX,bull_flag_long,Bull Flag Long,long,> signal candle high,88.04,90.82,88.04,89.7,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CRWD,bull_flag_long,Bull Flag Long,long,> signal candle high,516.14,526.89,508.32,512.03,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CRWV,bull_flag_long,Bull Flag Long,long,> signal candle high,87.3,88.76,84.62,88.3,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CSCO,bull_flag_long,Bull Flag Long,long,> signal candle high,77.97,78.19,77.395,77.97,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CSGP,bull_flag_long,Bull Flag Long,long,> signal candle high,67.82,68.77,67.4675,68.01,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CSX,bull_flag_long,Bull Flag Long,long,> signal candle high,36.13,36.555,36.085,36.3,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CTAS,bull_flag_long,Bull Flag Long,long,> signal candle high,184.12,186.98,183.8002,186.75,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CTRE,bull_flag_long,Bull Flag Long,long,> signal candle high,37.82,37.87,37.6,37.7,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CTSH,bull_flag_long,Bull Flag Long,long,> signal candle high,79.97,81.145,79.48,80.72,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CTVA,bull_flag_long,Bull Flag Long,long,> signal candle high,66.245,67.03,65.93,66.0,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CUBE,bull_flag_long,Bull Flag Long,long,> signal candle high,36.502,36.895,36.46,36.63,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CVI,bull_flag_long,Bull Flag Long,long,> signal candle high,33.97,34.43,33.485,33.54,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CVNA,bull_flag_long,Bull Flag Long,long,> signal candle high,398.35,408.19,397.21,399.77,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CVS,bull_flag_long,Bull Flag Long,long,> signal candle high,76.66,76.89,74.98,75.63,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CVX,bull_flag_long,Bull Flag Long,long,> signal candle high,152.0,152.63,149.83,150.0,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CWEN,bull_flag_long,Bull Flag Long,long,> signal candle high,34.1,34.22,33.71,34.01,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CYTK,bull_flag_long,Bull Flag Long,long,> signal candle high,66.49,66.95,65.36,65.67,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,D,bull_flag_long,Bull Flag Long,long,> signal candle high,59.09,59.14,58.46,58.49,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DAL,bull_flag_long,Bull Flag Long,long,> signal candle high,66.79,67.75,66.3,67.1,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DAR,bull_flag_long,Bull Flag Long,long,> signal candle high,36.53,36.9299,36.32,36.51,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DASH,bull_flag_long,Bull Flag Long,long,> signal candle high,221.19,227.71,220.48,225.0,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DAY,bull_flag_long,Bull Flag Long,long,> signal candle high,69.11,69.13,68.98,69.07,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DD,bull_flag_long,Bull Flag Long,long,> signal candle high,39.9,40.77,39.815,40.51,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DDOG,bull_flag_long,Bull Flag Long,long,> signal candle high,153.0,153.05,150.075,151.41,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DE,bull_flag_long,Bull Flag Long,long,> signal candle high,481.57,485.44,473.69,475.11,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DECK,bull_flag_long,Bull Flag Long,long,> signal candle high,96.5,99.74,96.175,99.7,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DELL,bull_flag_long,Bull Flag Long,long,> signal candle high,138.95,139.2,136.11,138.91,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DG,bull_flag_long,Bull Flag Long,long,> signal candle high,125.185,135.07,124.24,132.37,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DGX,bull_flag_long,Bull Flag Long,long,> signal candle high,183.515,184.19,182.08,182.51,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DHI,bull_flag_long,Bull Flag Long,long,> signal candle high,161.09,162.1,158.52,158.62,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DHR,bull_flag_long,Bull Flag Long,long,> signal candle high,227.38,228.4765,225.0,226.25,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DINO,bull_flag_long,Bull Flag Long,long,> signal candle high,50.545,51.25,50.02,50.07,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DIS,bull_flag_long,Bull Flag Long,long,> signal candle high,105.03,106.17,104.56,105.3,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DK,bull_flag_long,Bull Flag Long,long,> signal candle high,37.825,37.945,36.34,36.41,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DKNG,bull_flag_long,Bull Flag Long,long,> signal candle high,35.23,35.84,33.73,34.0,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DKS,bull_flag_long,Bull Flag Long,long,> signal candle high,226.67,236.855,226.4,232.22,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DLR,bull_flag_long,Bull Flag Long,long,> signal candle high,161.0,165.99,160.995,164.73,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DLTR,bull_flag_long,Bull Flag Long,long,> signal candle high,115.92,125.79,115.63,122.44,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,DOCN,bull_flag_long,Bull Flag Long,long,> signal candle high,46.28,48.4,45.99,48.3,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
